TimeStep,Time,Points:0,Points:1,Points:2,Raw Length,Raw Speed,Raw Length:0,Raw Velocity:0,Raw Length:1,Raw Velocity:1,Smoothed:0,Smoothed:1,Smoothed Length,Smoothed Speed,Smoothed Length:0,Smoothed Velocity:0,Smoothed Length:1,Smoothed Velocity:1
0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9978146853146832,0.0037257517482524294,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00025,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.006993006993007,-0.010081503496503013,0.016579562304977077,66.31824921990831,0.009178321678323886,36.713286713295545,0.013807255244755443,55.22902097902177
2,0.0005,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9960664335664342,0.0019726048951045467,0.0328489057448001,65.0773737592921,0.02010489510489677,43.70629370629153,0.025861363636363002,48.21643356643024
3,0.00075,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9938811188811194,0.009643146853146147,0.04082466992160029,31.903056707200754,0.022290209790211568,8.741258741259195,0.0335319055944046,30.6821678321664
4,0.001,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0017482517482517,0.004383006993006559,0.05028832940920559,37.85463795042121,0.030157342657343822,31.468531468529015,0.03879204545454419,21.040559440558354
5,0.00125,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0078671328672524,-0.007890000000000433,0.06400209646274935,54.85506821417502,0.03627622377634454,24.475524476002875,0.05106505244755118,49.09202797202797
6,0.0015,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9813519813520997,-0.01081191142191201,0.09067775627144016,106.70263923476325,0.06279137529149725,106.06060606061085,0.05398696386946276,11.687645687646297
7,0.00175,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.961242890443008,0.0067277855477859624,0.11736139371049537,106.73454975622082,0.082900466200589,80.43636363636696,0.07152666083916073,70.1587878787919
8,0.002,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.029435198135319,0.04178195804196048,0.19403593862374666,306.6981796530052,0.1510927738929002,272.76923076924487,0.10658083333333525,140.21668997669806
9,0.00225,2.125,0.12535,0,0.17702435566893046,708.0974226757224,0.125,500.0000000000004,0.12535,501.4000000000004,2.19901794871808,0.08355298368298858,0.36868738544946966,698.6057873028926,0.32067552447566117,678.3310023310444,0.14835185897436334,167.08410256411253
